,Name,Linea,Lon,Lat,UTM
759,Joaquina Eguaras 2- Delegacion JJAA,NOCTURNA,-3.60714522056,37.1984531714,"(446119.0522928569, 4117060.3934340877)"
760,Joaquina Eguaras 2- Delegacion JJAA,N5,-3.60714522056,37.1984531714,"(446119.0522928569, 4117060.3934340877)"
761,Joaquina Eguaras 2- Delegacion JJAA,SN1,-3.60714522056,37.1984531714,"(446119.0522928569, 4117060.3934340877)"
762,Joaquina Eguaras 3,NOCTURNA,-3.6090668867,37.2006156837,"(445950.0547045506, 4117301.3940628846)"
763,Joaquina Eguaras 3,N5,-3.6090668867,37.2006156837,"(445950.0547045506, 4117301.3940628846)"
764,Joaquina Eguaras 7,NOCTURNA,-3.6106631877900006,37.2029420905,"(445810.05717400694, 4117560.394414279)"
765,Joaquina Eguaras 7,N5,-3.6106631877900006,37.2029420905,"(445810.05717400694, 4117560.394414279)"
766,Joaquina Eguaras 9,N5,-3.6140580557099997,37.210270929699995,"(445514.0645227966, 4118375.3943382185)"
767,Jorge Torres 3,S2,-3.591295119949998,37.1584660149,"(447498.01286930667, 4112615.3957334533)"
768,Jose M? Carulla 10,NOCTURNA,-3.6233431027999985,37.193645836900004,"(444678.0523389753, 4116536.4064641427)"
769,Jose M? Carulla 10,SN3,-3.6233431027999985,37.193645836900004,"(444678.0523389753, 4116536.4064641427)"
770,Jose M? Carulla 29,NOCTURNA,-3.62262021601,37.194803420700005,"(444743.0531666578, 4116664.405560612)"
771,Jose M? Garrido Lopera 3,S2,-3.5894296514600015,37.158989095500004,"(447664.01283500367, 4112672.394233987)"
772,Jose Tamayo 23,S0,-3.5871046097400003,37.162714401399995,"(447873.0155011345, 4113084.391337151)"
773,Jose Tamayo 23,S1,-3.5871046097400003,37.162714401399995,"(447873.0155011345, 4113084.391337151)"
774,Jose Tamayo 23,SN3,-3.5871046097400003,37.162714401399995,"(447873.0155011345, 4113084.391337151)"
775,Jose Tamayo 4,S0,-3.5871149669699998,37.1625971679,"(447872.0154012652, 4113071.3913924787)"
776,Jose Tamayo 4,S1,-3.5871149669699998,37.1625971679,"(447872.0154012652, 4113071.3913924787)"
777,Jose Tamayo 4,SN3,-3.5871149669699998,37.1625971679,"(447872.0154012652, 4113071.3913924787)"
778,Juan Echevarria 2,S2,-3.58979191861,37.1592306743,"(447632.0131436832, 4112699.394412188)"
779,Juan Pablo II,SN2,-3.61782050701,37.2045275346,"(445176.0604586913, 4117740.3989198366)"
780,Juan Pablo II - Caseria de Aguirre,SN2,-3.6192197035900002,37.2061337341,"(445053.0622420806, 4117919.399360437)"
781,Juan Pablo II - Parque de Bomberos Norte,SN2,-3.61795998685,37.2050496169,"(445164.0609549836, 4117798.398839073)"
782,Juan Pablo II - Rotonda Caseria de Aguirre,SN2,-3.6192001081800003,37.2064943943,"(445055.0625539671, 4117959.3992349114)"
783,Juan Pablo II 17,NOCTURNA,-3.61002536189,37.1964913778,"(445862.05132530944, 4116844.3961276403)"
784,Juan Pablo II 17,U1,-3.61002536189,37.1964913778,"(445862.05132530944, 4116844.3961276403)"
785,Juan Pablo II 17,SN1,-3.61002536189,37.1964913778,"(445862.05132530944, 4116844.3961276403)"
786,Juan Pablo II 17,SN5,-3.61002536189,37.1964913778,"(445862.05132530944, 4116844.3961276403)"
787,Juan Pablo II 2-Fte Ambulatorio,SN5,-3.6079151366000004,37.191878045900005,"(446046.0467052477, 4116331.3961928515)"
788,Juan Pablo II 23,NOCTURNA,-3.6107314082199995,37.1974161827,"(445800.0523267139, 4116947.3963097064)"
789,Juan Pablo II 23,SN1,-3.6107314082199995,37.1974161827,"(445800.0523267139, 4116947.3963097064)"
790,Juan Pablo II 23,SN5,-3.6107314082199995,37.1974161827,"(445800.0523267139, 4116947.3963097064)"
791,Juan Pablo II 5,NOCTURNA,-3.60848288084,37.193831166500004,"(445997.04857545084, 4116548.3959391727)"
792,Juan Pablo II 5,U1,-3.60848288084,37.193831166500004,"(445997.04857545084, 4116548.3959391727)"
793,Juan Pablo II 5,SN1,-3.60848288084,37.193831166500004,"(445997.04857545084, 4116548.3959391727)"
794,Juan Pablo II 5,SN5,-3.60848288084,37.193831166500004,"(445997.04857545084, 4116548.3959391727)"
795,Juan Pablo II 57,SN2,-3.61584500388,37.2027169908,"(445350.0583434467, 4117538.3981383415)"
796,Juan Pablo II 6 - Hospital Traumatologia,NOCTURNA,-3.6083836451199995,37.194102094499996,"(446006.0487880214, 4116578.3957692874)"
797,Juan Pablo II 6 - Hospital Traumatologia,U1,-3.6083836451199995,37.194102094499996,"(446006.0487880214, 4116578.3957692874)"
798,Juan Pablo II 6 - Hospital Traumatologia,SN1,-3.6083836451199995,37.194102094499996,"(446006.0487880214, 4116578.3957692874)"
799,Juan Pablo II 6 - Hospital Traumatologia,SN5,-3.6083836451199995,37.194102094499996,"(446006.0487880214, 4116578.3957692874)"
800,Juan Pablo II 72,NOCTURNA,-3.60990301416,37.1966903142,"(445873.051468038, 4116866.395977279)"
801,Juan Pablo II 72,SN5,-3.60990301416,37.1966903142,"(445873.051468038, 4116866.395977279)"
802,Juan Pablo II Fte 57,SN2,-3.61602478417,37.2026529595,"(445334.05833474756, 4117531.398285535)"
803,Julio Moreno Davila 10,NOCTURNA,-3.6005793808399997,37.2031648445,"(446705.05471044814, 4117579.387227102)"
804,Julio Moreno Davila 10,SN5,-3.6005793808399997,37.2031648445,"(446705.05471044814, 4117579.387227102)"
805,Julio Moreno Davila 19,NOCTURNA,-3.59801004791,37.2031597986,"(446933.05402818584, 4117577.385415247)"
806,Julio Moreno Davila 19,N7,-3.59801004791,37.2031597986,"(446933.05402818584, 4117577.385415247)"
807,Julio Moreno Davila 19,SN5,-3.59801004791,37.2031597986,"(446933.05402818584, 4117577.385415247)"
808,Julio Moreno Davila 24,NOCTURNA,-3.60315940861,37.2030976686,"(446476.0553320523, 4117573.3890684308)"
809,Julio Moreno Davila 24,SN5,-3.60315940861,37.2030976686,"(446476.0553320523, 4117573.3890684308)"
810,Julio Moreno Davila 31,N7,-3.60004905439,37.203077389099995,"(446752.054493225, 4117569.3868879774)"
811,Julio Moreno Davila 31,SN5,-3.60004905439,37.203077389099995,"(446752.054493225, 4117569.3868879774)"
812,Julio Moreno Davila Fte24,SN5,-3.6032152489099984,37.2030342869,"(446471.05529096373, 4117566.389126885)"
813,Julio Moreno Davila-IES Cartuja,N7,-3.59779545165,37.2030977827,"(446952.05391673185, 4117570.385290541)"
814,Julio Moreno Davila-IES Cartuja,SN5,-3.59779545165,37.2030977827,"(446952.05391673185, 4117570.385290541)"
815,Juzgados,LAC,-3.6102067720899997,37.1868184534,"(445839.042855397, 4115771.399511537)"
816,Juzgados,LAC,-3.61024071475,37.1868363067,"(445836.04287993547, 4115773.3995237574)"
817,Juzgados,N1,-3.6102067720899997,37.1868184534,"(445839.042855397, 4115771.399511537)"
818,Juzgados,N1,-3.61024071475,37.1868363067,"(445836.04287993547, 4115773.3995237574)"
819,Juzgados,N3,-3.6102067720899997,37.1868184534,"(445839.042855397, 4115771.399511537)"
820,Juzgados,N3,-3.61024071475,37.1868363067,"(445836.04287993547, 4115773.3995237574)"
821,Juzgados,SN3,-3.6102067720899997,37.1868184534,"(445839.042855397, 4115771.399511537)"
822,Juzgados,SN3,-3.61024071475,37.1868363067,"(445836.04287993547, 4115773.3995237574)"
823,Lancha del Genil,SN1,-3.55102903503,37.1626169848,"(451076.0058505834, 4113054.3659014665)"
824,Los Rebites,S1,-3.5718037721599996,37.154442120300004,"(449226.0041479358, 4112158.383332126)"
825,Los Rebites,SN3,-3.5718037721599996,37.154442120300004,"(449226.0041479358, 4112158.383332126)"
826,Luis Amador 22,N4,-3.615040035,37.1937703062,"(445415.05025384435, 4116545.4005745645)"
827,Luis Amador 22,SN2,-3.615040035,37.1937703062,"(445415.05025384435, 4116545.4005745645)"
828,Luis Amador 7,N4,-3.6152415252099996,37.1936070099,"(445397.0501639323, 4116527.400773277)"
829,Luis Amador 7,SN2,-3.6152415252099996,37.1936070099,"(445397.0501639323, 4116527.400773277)"
830,Luis Miranda Davalos 44,NOCTURNA,-3.6135595974699997,37.1960134366,"(445548.05183834815, 4116793.3987824293)"
831,Luis Miranda Davalos 93,NOCTURNA,-3.61337662602,37.1956808662,"(445564.0514971888, 4116756.3987572924)"
832,Luis de Vicente 4,NOCTURNA,-3.60238622106,37.1993878463,"(446542.05185984005, 4117161.389774937)"
833,Luis de Vicente 4,U1,-3.60238622106,37.1993878463,"(446542.05185984005, 4117161.389774937)"
834,Luis de Vicente 5,U1,-3.6018602790199994,37.1998502283,"(446589.0521285315, 4117212.389248229)"
835,Maestro Montero,C5,-3.60763954375,37.165883105700004,"(446052.02373935794, 4113447.4047568366)"
836,Maria Goyri - Complejo Deportivo Chana,U1,-3.6290274383099996,37.1929578089,"(444173.053235568, 4116463.4106987286)"
837,Maria de Maeztu 1,NOCTURNA,-3.59617860225,37.2052782847,"(447097.0554115254, 4117811.383417341)"
838,Maria de Maeztu 1,N7,-3.59617860225,37.2052782847,"(447097.0554115254, 4117811.383417341)"
839,Maria de Maeztu 1,U3,-3.59617860225,37.2052782847,"(447097.0554115254, 4117811.383417341)"
840,Marin Ocete - Comedores Universitarios,N1,-3.6055444882099996,37.182831121599996,"(446250.03811066365, 4115326.397558878)"
841,Marin Ocete - Comedores Universitarios,N3,-3.6055444882099996,37.182831121599996,"(446250.03811066365, 4115326.397558878)"
842,Marin Ocete 8,N1,-3.60665670011,37.1838530335,"(446152.03930508194, 4115440.3979989197)"
843,Marin Ocete 8,N3,-3.60665670011,37.1838530335,"(446152.03930508194, 4115440.3979989197)"
844,Marques de Falces,NOCTURNA,-3.5994093579000004,37.1791485144,"(446792.0332432928, 4114914.394475696)"
845,Marrques de Falces,LAC,-3.5993978797,37.179121530399996,"(446793.03321670677, 4114911.394475858)"
846,Mecina Bombaron,C6,-3.61869233015,37.1815283641,"(445082.04044264235, 4115189.4072683174)"
847,Merced Alta - CEIP Arrayanes,N5,-3.61630447429,37.2107280021,"(445315.0655176153, 4118427.395773449)"
848,Merced Alta -Rotonda,N5,-3.6200739984400006,37.2100052659,"(444980.0658753008, 4118349.3986702124)"
849,Mirador San Cristobal-Albaicin,N8,-3.5961286290699994,37.183131202,"(447086.03588419757, 4115354.390825076)"
850,Mirador San Cristobal-Albaicin,N9,-3.5961286290699994,37.183131202,"(447086.03588419757, 4115354.390825076)"
851,Mirador San Cristobal-Albaicin,C1,-3.5961286290699994,37.183131202,"(447086.03588419757, 4115354.390825076)"
852,Mirador San Cristobal-Albaicin,C2,-3.5961286290699994,37.183131202,"(447086.03588419757, 4115354.390825076)"
853,Modesto Cendoya 10,N5,-3.6165996547800003,37.208220591999996,"(445287.06338756985, 4118149.3968234397)"
854,Molinos 38,C3,-3.5933940813199996,37.1734278205,"(447322.0266100497, 4114276.392164576)"
855,Molinos 38,C4,-3.5933940813199996,37.1734278205,"(447322.0266100497, 4114276.392164576)"
856,Molinos 67,C3,-3.59025155114,37.170559012800005,"(447599.02324922604, 4113956.390914415)"
857,Molinos 68,C3,-3.59039832754,37.170603352600004,"(447586.02332733007, 4113961.391004114)"
858,Molinos 68,C4,-3.59039832754,37.170603352600004,"(447586.02332733007, 4113961.391004114)"
859,Monasterio Cartuja 1,N7,-3.6006806347800007,37.1917526496,"(446688.0446836543, 4116313.3911359776)"
860,Monasterio Cartuja 1,U1,-3.6006806347800007,37.1917526496,"(446688.0446836543, 4116313.3911359776)"
861,Monasterio Cartuja 1,U2,-3.6006806347800007,37.1917526496,"(446688.0446836543, 4116313.3911359776)"
862,Monasterio Cartuja 1,U3,-3.6006806347800007,37.1917526496,"(446688.0446836543, 4116313.3911359776)"
863,Monasterio Cartuja 2,U1,-3.60046128936,37.192510934,"(446708.04529337666, 4116397.390722842)"
864,Neptuno - C.C Neptuno 2,C5,-3.60744195545,37.1693454968,"(446072.0267365328, 4113831.40344649)"
865,Neptuno 4,C5,-3.60647769676,37.169900284,"(446158.02696925413, 4113892.4025724554)"
866,Olimpia 1-Bda San Francisco,N3,-3.62486456389,37.2005335082,"(444548.0588021581, 4117301.4052218827)"
867,Olimpia 2,N3,-3.62488702554,37.2005243759,"(444546.0588005338, 4117300.4052397762)"
868,Ordesa 23,SN1,-3.5530871121300005,37.1622017787,"(450893.0060296075, 4113009.3674987624)"
869,Ovidio 10,N4,-3.6157476236000003,37.200436966,"(445357.05631052353, 4117285.3988297866)"
870,Ovideo Fte 10,N4,-3.6159178862199997,37.2005893192,"(445342.05648911675, 4117302.3988975184)"
871,P.Luis de Vicente-Rtda Pulianas,NOCTURNA,-3.6047156413699994,37.1989974067,"(446335.05213107343, 4117119.391540598)"
872,P.Luis de Vicente-Rtda Pulianas,N6,-3.6047156413699994,37.1989974067,"(446335.05213107343, 4117119.391540598)"
873,P.? Cartuja 19,N7,-3.60050393794,37.1893558262,"(446702.04252494656, 4116047.3918138067)"
874,P.? Cartuja 19,N8,-3.60050393794,37.1893558262,"(446702.04252494656, 4116047.3918138067)"
875,P.? Cartuja 19,N9,-3.60050393794,37.1893558262,"(446702.04252494656, 4116047.3918138067)"
876,P.? Cartuja 19,U2,-3.60050393794,37.1893558262,"(446702.04252494656, 4116047.3918138067)"
877,P.? Cartuja 19,U3,-3.60050393794,37.1893558262,"(446702.04252494656, 4116047.3918138067)"
878,P.? Laguna Cameros - C.C. Serrallo Plaza,S0,-3.5845937767300002,37.1569578184,"(448092.0097616513, 4112444.3915169053)"
879,P.? Laguna Cameros 16 -C.C.Serrallo Plaza,S0,-3.58468421574,37.157002443,"(448084.00982497545, 4112449.3915651715)"
880,P.? de la Bomba 17,NOCTURNA,-3.5893891656199997,37.1682917683,"(447674.02102264354, 4113704.391075067)"
881,P.? de la Bomba 17,S1,-3.5893891656199997,37.1682917683,"(447674.02102264354, 4113704.391075067)"
882,P.? de la Bomba 17,SN1,-3.5893891656199997,37.1682917683,"(447674.02102264354, 4113704.391075067)"
883,P.? de la Bomba 17,SN3,-3.5893891656199997,37.1682917683,"(447674.02102264354, 4113704.391075067)"
884,P.? de la Bomba 17,C7,-3.5893891656199997,37.1682917683,"(447674.02102264354, 4113704.391075067)"
885,P.? de los Basilios 12,NOCTURNA,-3.5904537084599997,37.1675833822,"(447579.02068067284, 4113626.3920560596)"
886,P.? de los Basilios 12,S1,-3.5904537084599997,37.1675833822,"(447579.02068067284, 4113626.3920560596)"
887,P.? de los Basilios 12,SN1,-3.5904537084599997,37.1675833822,"(447579.02068067284, 4113626.3920560596)"
888,P.? de los Basilios 12,SN3,-3.5904537084599997,37.1675833822,"(447579.02068067284, 4113626.3920560596)"
889,P.? de los Basilios 12,C7,-3.5904537084599997,37.1675833822,"(447579.02068067284, 4113626.3920560596)"
890,P.? de los Basilios 2 - Escolapios,NOCTURNA,-3.5959641946499996,37.167916392600006,"(447090.02243484417, 4113666.3958308157)"
891,P.? de los Basilios 2 - Escolapios,S1,-3.5959641946499996,37.167916392600006,"(447090.02243484417, 4113666.3958308157)"
892,P.? de los Basilios 2 - Escolapios,SN1,-3.5959641946499996,37.167916392600006,"(447090.02243484417, 4113666.3958308157)"
893,P.? de los Basilios 2 - Escolapios,SN3,-3.5959641946499996,37.167916392600006,"(447090.02243484417, 4113666.3958308157)"
894,P.? de los Basilios 2 - Escolapios,C7,-3.5959641946499996,37.167916392600006,"(447090.02243484417, 4113666.3958308157)"
895,P.? de los Basilios 3 - Col. Sagrado Corazon,NOCTURNA,-3.5930654057699996,37.1688413328,"(447348.0224819642, 4113767.3934776536)"
896,P.? de los Basilios 3 - Col. Sagrado Corazon,S1,-3.5930654057699996,37.1688413328,"(447348.0224819642, 4113767.3934776536)"
897,P.? de los Basilios 3 - Col. Sagrado Corazon,SN1,-3.5930654057699996,37.1688413328,"(447348.0224819642, 4113767.3934776536)"
898,P.? de los Basilios 3 - Col. Sagrado Corazon,SN3,-3.5930654057699996,37.1688413328,"(447348.0224819642, 4113767.3934776536)"
899,P.? de los Basilios 3 - Col. Sagrado Corazon,C7,-3.5930654057699996,37.1688413328,"(447348.0224819642, 4113767.3934776536)"
900,P.? del Generalife,C3,-3.5877107904800005,37.174105117399996,"(447827.02570194035, 4114348.3879273552)"
901,Pablo Picasso 10,SN4,-3.597090516899999,37.1636110442,"(446987.0189399679, 4113189.3980857045)"
902,Pablo Picasso 33,SN4,-3.5947125271199996,37.1648579074,"(447199.0194080741, 4113326.3959838506)"
903,Padre Ferrer 1- Centro Residencial Mayores,S0,-3.5795216865300006,37.1578841005,"(448543.00923154457, 4112544.3876237017)"
904,Padre Ferrer 10,S0,-3.57731264964,37.1561822007,"(448738.00714503316, 4112354.3866336844)"
905,Padre Ferrer 6,S0,-3.5796002435100003,37.1578476607,"(448536.0092200401, 4112540.3876927155)"
906,Padre Ferrer 1 -Fte 10,S0,-3.5771551946599995,37.1562100087,"(448752.00712713785, 4112357.3865114823)"
907,Padre Suarez,NOCTURNA,-3.60156610569,37.182635026599996,"(446603.03688535717, 4115302.394828635)"
908,Padre Suarez,NOCTURNA,-3.60154343225,37.1826171136,"(446605.0368640374, 4115300.394819365)"
909,Padre Suarez,LAC,-3.60156610569,37.182635026599996,"(446603.03688535717, 4115302.394828635)"
910,Padre Suarez,LAC,-3.60154343225,37.1826171136,"(446605.0368640374, 4115300.394819365)"
911,Pages 16,C2,-3.5928444755,37.1838327227,"(447378.0356340446, 4115430.388277576)"
912,Pages 33,C1,-3.59365756575,37.1840810484,"(447306.03606790025, 4115458.3887688424)"
913,Pages 33,C2,-3.59365756575,37.1840810484,"(447306.03606790025, 4115458.3887688424)"
914,Pages-Centro Dia Mayores Albaicin,C2,-3.59174350291,37.1827835823,"(447475.03441829985, 4115313.3878452997)"
915,Pages-Plaza Aliatar,C1,-3.59177701809,37.1827473592,"(447472.03439452464, 4115309.3878865815)"
916,Pages-Plaza Aliatar,C2,-3.59177701809,37.1827473592,"(447472.03439452464, 4115309.3878865815)"
917,Palacio Emperador Carlos V,C3,-3.5882025435400005,37.1750581652,"(447784.0266723202, 4114454.387951137)"
918,Palacio de Congresos,LAC,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
919,Palacio de Congresos,LAC,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
920,Palacio de Congresos,S1,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
921,Palacio de Congresos,S1,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
922,Palacio de Congresos,U3,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
923,Palacio de Congresos,U3,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
924,Palacio de Congresos,SN1,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
925,Palacio de Congresos,SN1,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
926,Palacio de Congresos,SN3,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
927,Palacio de Congresos,SN3,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
928,Palacio de Congresos,SN5,-3.5992097532300003,37.165267954099996,"(446800.02096218907, 4113374.399017442)"
929,Palacio de Congresos,SN5,-3.59924261752,37.1651506059,"(446797.0208673261, 4113361.399078321)"
930,Palacio de Congresos 1,NOCTURNA,-3.5979796451199997,37.1663918979,"(446910.0216260565, 4113498.3977749394)"
931,Palacio de Congresos 1,C7,-3.5979796451199997,37.1663918979,"(446910.0216260565, 4113498.3977749394)"
932,Palencia 19,S0,-3.59625019999,37.1598654363,"(447059.0154169309, 4112773.398748553)"
933,Palencia 24,S0,-3.5950878896300007,37.1595738082,"(447162.0148522179, 4112740.3980270685)"
934,Palencia 25,S0,-3.59505488008,37.159673128099996,"(447165.01493044244, 4112751.397977933)"
935,Palencia 3,S0,-3.59917017184,37.1602473449,"(446800.0165291386, 4112817.400681745)"
936,Palencia 4 - Merca 80,S0,-3.5962606134599997,37.159757215700004,"(447058.0153252002, 4112761.3987962157)"
937,Palencia 41,S0,-3.5925989353400003,37.1595772503,"(447383.0141946565, 4112739.396272776)"
938,Palencia 41,S0,-3.5925649387800003,37.159550378,"(447386.0141616737, 4112736.3962586634)"
939,Palencia 6,S0,-3.59919184319,37.1601390672,"(446798.0164393805, 4112805.400735452)"
940,Parking Cementerio - Generalife,C4,-3.580176782270001,37.171410951599995,"(448494.0213317642, 4114045.3835221035)"
941,Parking Cementerio - Generalife,C7,-3.580176782270001,37.171410951599995,"(448494.0213317642, 4114045.3835221035)"
942,Parking Generalife,C4,-3.5805487598900014,37.1714451882,"(448461.0214606936, 4114049.383774559)"
943,Parking Generalife,C7,-3.5805487598900014,37.1714451882,"(448461.0214606936, 4114049.383774559)"
944,Parque Nueva Granada 1,SN5,-3.595407875099999,37.2047142769,"(447165.05471180956, 4117748.3830646626)"
945,Parque Nueva Granada 1,SN5,-3.5951324508599996,37.2055179014,"(447190.0553467355, 4117837.382595211)"
946,Parque de las Ciencias 1,SN5,-3.60415557014,37.1611775523,"(446358.01867157576, 4112923.4038870987)"
947,Parque de las Ciencias 2,SN5,-3.60325113509,37.162164682,"(446439.01930060785, 4113032.4029091205)"
948,Paseo de Cartuja,N7,-3.6009738538800002,37.1917872203,"(446662.0447908137, 4116317.391328097)"
949,Paseo de Cartuja,U3,-3.6009738538800002,37.1917872203,"(446662.0447908137, 4116317.391328097)"
950,Paseo de los Tristes 1,C1,-3.59064132997,37.1786786924,"(447570.0305088174, 4114857.388460249)"
951,Paseo de los Tristes 1,C2,-3.59064132997,37.1786786924,"(447570.0305088174, 4114857.388460249)"
952,Paseo de los Tristes- Rey Chico,C1,-3.58857280416,37.179229812399996,"(447754.0304468891, 4114917.386814064)"
953,Paseo de los Tristes- Rey Chico,C2,-3.58857280416,37.179229812399996,"(447754.0304468891, 4114917.386814064)"
954,Paseo del Salon 3,NOCTURNA,-3.5936812998300005,37.169820780100004,"(447294.0235082856, 4113876.3935877667)"
955,Paseo del Salon 3,S1,-3.5936812998300005,37.169820780100004,"(447294.0235082856, 4113876.3935877667)"
956,Paseo del Salon 3,SN1,-3.5936812998300005,37.169820780100004,"(447294.0235082856, 4113876.3935877667)"
957,Paseo del Salon 3,SN3,-3.5936812998300005,37.169820780100004,"(447294.0235082856, 4113876.3935877667)"
958,Paseo del Salon 3,C7,-3.5936812998300005,37.169820780100004,"(447294.0235082856, 4113876.3935877667)"
959,Paseo del Violon,S1,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
960,Paseo del Violon,S2,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
961,Paseo del Violon,S3,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
962,Paseo del Violon,U3,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
963,Paseo del Violon,SN1,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
964,Paseo del Violon,SN2,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
965,Paseo del Violon,SN3,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
966,Paseo del Violon,SN5,-3.5996718816400004,37.1653106895,"(446759.0211227375, 4113379.3993317164)"
967,Pavaneras 2,C5,-3.59685799302,37.1755918341,"(447016.0294346841, 4114518.3938756343)"
968,Pedro Machuca - Ambulatorio,N5,-3.6093952936,37.2078341731,"(445926.0611485044, 4118102.3918720013)"
969,Pedro Machuca - Fte Ambulatorio Rosa,N5,-3.6096316540400006,37.2077969026,"(445905.061177474, 4118098.392050076)"
970,Pedro Machuca - Guardial Civil,N6,-3.6068020428200014,37.2034486608,"(446153.0566020188, 4117614.391514594)"
971,Pedro Machuca 23,N6,-3.6078976727900005,37.2051737295,"(446057.05840991053, 4117806.391712845)"
972,Pedro Machuca 23,SN5,-3.6078976727900005,37.2051737295,"(446057.05840991053, 4117806.391712845)"
973,Pedro Machuca 33,N5,-3.6097970588300003,37.2101486921,"(445892.0632923112, 4118359.3913825294)"
974,Pedro Machuca 33-Molino Nuevo,N5,-3.6099086659099995,37.210012909,"(445882.0632025879, 4118344.3915022835)"
975,Pedro Machuca 35,SN5,-3.60785295915,37.2052190284,"(446061.05843822565, 4117811.391663008)"
976,Pedro Machuca 7,N6,-3.60581878491,37.2016779377,"(446239.0547829238, 4117417.391424482)"
977,Pedro Machuca 76,SN5,-3.60895911227,37.2068448792,"(445964.0601618298, 4117992.3919009035)"
978,Pedro Machuca- IES La Paz,N6,-3.60904904648,37.2068173755,"(445956.0601615156, 4117989.3919674377)"
979,Pedro Machuca- IES La Paz,SN5,-3.60904904648,37.2068173755,"(445956.0601615156, 4117989.3919674377)"
980,Pedro Temboury 1,NOCTURNA,-3.6140003980800004,37.2017530473,"(445513.05700764415, 4117430.3971567787)"
981,Pedro Temboury 1,SN1,-3.6140003980800004,37.2017530473,"(445513.05700764415, 4117430.3971567787)"
982,Pedro Temboury 1,SN5,-3.6140003980800004,37.2017530473,"(445513.05700764415, 4117430.3971567787)"
983,Pedro Temboury 15,NOCTURNA,-3.6111049024199997,37.203219248,"(445771.05753529444, 4117591.394631653)"
984,Pedro Temboury 15,SN1,-3.6111049024199997,37.203219248,"(445771.05753529444, 4117591.394631653)"
985,Pedro Temboury 15,SN5,-3.6111049024199997,37.203219248,"(445771.05753529444, 4117591.394631653)"
986,Pedro Temboury 18,NOCTURNA,-3.61105903062,37.2031203308,"(445775.05743559217, 4117580.3946269476)"
987,Pedro Temboury 18,SN5,-3.61105903062,37.2031203308,"(445775.05743559217, 4117580.3946269476)"
988,Pedro Temboury 24,SN5,-3.60911647871,37.2039866486,"(445948.05768669304, 4117675.3929737983)"
989,Pedro Temboury 33,SN5,-3.60915136945,37.2041216787,"(445945.05781440646, 4117690.3929523267)"
990,Pedro Temboury 8,NOCTURNA,-3.6133267863199996,37.202063007,"(445573.05710360175, 4117464.396581044)"
991,Pedro Temboury 8,SN5,-3.6133267863199996,37.202063007,"(445573.05710360175, 4117464.396581044)"
992,Pepita Bustamante - CEIP Garcia Lorca,S0,-3.5903037428199993,37.1598771393,"(447587.01384922734, 4112771.3945535496)"
993,Pepita Bustamante - CEIP Garcia Lorca,S2,-3.5903037428199993,37.1598771393,"(447587.01384922734, 4112771.3945535496)"
994,Pepita Bustamante 25,S0,-3.59048610498,37.1601556668,"(447571.01414386835, 4112802.3945851796)"
995,Pepita Bustamante 25,S2,-3.59048610498,37.1601556668,"(447571.01414386835, 4112802.3945851796)"
996,periodista eduardo molina fajardo – e.g-,SN3,-3.63084384687,37.1973109172,"(444015.0575460979, 4116947.410512275)"
997,Periodista Eduardo Molina Fajardo 1,SN3,-3.6265416156299985,37.197568084400004,"(444397.05663536134, 4116973.407399221)"
998,Periodista Eugenio Selles - Facultad Bellas Artes,U1,-3.627071383430002,37.1948610977,"(444348.0543933958, 4116673.4086793414)"
999,Periodista Jose Mezcua Ruiz - Av Andalucia,U1,-3.62375812708,37.1934183061,"(444641.05224832793, 4116511.4068369116)"
1000,Pinar 5,N8,-3.5903622700699995,37.18915434,"(447602.03966775135, 4116019.38473859)"
1001,Pinar 5,N9,-3.5903622700699995,37.18915434,"(447602.03966775135, 4116019.38473859)"
1002,Pinar Fte 5,N8,-3.58993464024,37.1892195652,"(447640.0396122113, 4116026.384408258)"
1003,Pinar Fte 5,N9,-3.58993464024,37.1892195652,"(447640.0396122113, 4116026.384408258)"
1004,Pintor Maldonado - Pavia,S3,-3.59699514307,37.1543360907,"(446989.0107434938, 4112160.4011395797)"
1005,Pintor Maldonado 12,S3,-3.5965298689,37.1567541911,"(447032.01275032206, 4112428.399996728)"
