,Name,Linea,Lon,Lat,UTM
516,Ctra Murcia - Carmenes de Rolando 1,C1,-3.59685520938,37.185272878,"(447023.03796349914, 4115592.390615393)"
517,Ctra Murcia - Carmenes de Rolando 1,C2,-3.59685520938,37.185272878,"(447023.03796349914, 4115592.390615393)"
518,Ctra Murcia - Carmenes de Rolando 2,N8,-3.5965068922600003,37.185391811799995,"(447054.03797625186, 4115605.3903318583)"
519,Ctra Murcia - Carmenes de Rolando 2,N9,-3.5965068922600003,37.185391811799995,"(447054.03797625186, 4115605.3903318583)"
520,Ctra Murcia - Carmenes de Rolando 2,C2,-3.5965068922600003,37.185391811799995,"(447054.03797625186, 4115605.3903318583)"
521,Ctra Murcia 146 -Escuela Magisterio Ave M?,N8,-3.5939312522099995,37.184503336,"(447282.03651221434, 4115505.3888164284)"
522,Ctra Murcia 146 -Escuela Magisterio Ave M?,N9,-3.5939312522099995,37.184503336,"(447282.03651221434, 4115505.3888164284)"
523,Ctra Murcia 146 -Escuela Magisterio Ave M?,C2,-3.5939312522099995,37.184503336,"(447282.03651221434, 4115505.3888164284)"
524,Ctra Murcia 2,N8,-3.59971552672,37.1879626477,"(446771.04108949855, 4115892.3917277185)"
525,Ctra Murcia 2,N9,-3.59971552672,37.1879626477,"(446771.04108949855, 4115892.3917277185)"
526,Ctra Murcia 2,C1,-3.59971552672,37.1879626477,"(446771.04108949855, 4115892.3917277185)"
527,Ctra Murcia 2,C2,-3.59971552672,37.1879626477,"(446771.04108949855, 4115892.3917277185)"
528,Ctra Murcia-Fajalauza,N8,-3.5930471777099995,37.186707171900004,"(447362.0382205583, 4115749.387446172)"
529,Ctra Murcia-Fajalauza,N9,-3.5930471777099995,37.186707171900004,"(447362.0382205583, 4115749.387446172)"
530,Ctra Murcia-Pages-Albaicin,N8,-3.5934252854300004,37.1846320639,"(447327.03649147926, 4115519.3884164123)"
531,Ctra Murcia-Pages-Albaicin,N9,-3.5934252854300004,37.1846320639,"(447327.03649147926, 4115519.3884164123)"
532,Ctra Murcia-Urbanizacion Carmen de las Palmas,N8,-3.59784027786,37.184465673000005,"(446935.037512537, 4115503.3915876537)"
533,Ctra Murcia-Urbanizacion Carmen de las Palmas,N9,-3.59784027786,37.184465673000005,"(446935.037512537, 4115503.3915876537)"
534,Ctra Murcia-Urbanizacion Carmen de las Palmas,C1,-3.59784027786,37.184465673000005,"(446935.037512537, 4115503.3915876537)"
535,Ctra Murcia-Urbanizacion Carmen de las Palmas,C2,-3.59784027786,37.184465673000005,"(446935.037512537, 4115503.3915876537)"
536,Ctra de Malaga - Poligono Fatinafar,N1,-3.63901656232,37.1910295104,"(443285.0541804327, 4116255.4183806153)"
537,Ctra de Malaga 116,N1,-3.6297343592,37.1898893105,"(444108.0507222577, 4116123.4122243356)"
538,Ctra de Malaga 125,N1,-3.629980797690002,37.1897167366,"(444086.0506363385, 4116104.4124595784)"
539,Ctra de Malaga 142,N1,-3.636692565,37.190672435500005,"(443491.05325135385, 4116214.4168574587)"
540,Ctra de Malaga 160 - Ciudad de los Ni?os,N1,-3.64162369179,37.1915562734,"(443054.0553326168, 4116315.420031302)"
541,Ctra de Malaga 191,N1,-3.6392300944,37.1909652621,"(443266.0541806501, 4116248.418551399)"
542,Ctra de Malaga 193 - Ciudad de los Ni?os,N1,-3.6415433786000015,37.1913854427,"(443061.05516151467, 4116296.4200389567)"
543,Ctra de Malaga 54,NOCTURNA,-3.6195637931199998,37.188924290799996,"(445010.0471833954, 4116010.4053901234)"
544,Ctra de Malaga 54,N1,-3.6195637931199998,37.188924290799996,"(445010.0471833954, 4116010.4053901234)"
545,Ctra de Malaga 54,U1,-3.6195637931199998,37.188924290799996,"(445010.0471833954, 4116010.4053901234)"
546,Ctra de Malaga 54,SN4,-3.6195637931199998,37.188924290799996,"(445010.0471833954, 4116010.4053901234)"
547,Ctra de Malaga 69,NOCTURNA,-3.62357671261,37.1891646681,"(444654.04845629004, 4116039.4081372996)"
548,Ctra de Malaga 69,N1,-3.62357671261,37.1891646681,"(444654.04845629004, 4116039.4081372996)"
549,Ctra de Malaga 69,U1,-3.62357671261,37.1891646681,"(444654.04845629004, 4116039.4081372996)"
550,Ctra de Malaga 69,SN3,-3.62357671261,37.1891646681,"(444654.04845629004, 4116039.4081372996)"
551,Ctra de Malaga 69,SN4,-3.62357671261,37.1891646681,"(444654.04845629004, 4116039.4081372996)"
552,Ctra de Malaga 81,N1,-3.6262359180299986,37.1891957287,"(444418.04918688367, 4116044.409999392)"
553,Ctra de Malaga 88,N1,-3.6259666427699995,37.1893323595,"(444442.04923627153, 4116059.409760525)"
554,Ctra de Malaga 88,U1,-3.6259666427699995,37.1893323595,"(444442.04923627153, 4116059.409760525)"
555,Ctra de Malaga Fte 142,N1,-3.6366017532199995,37.1905917973,"(443499.0531566739, 4116205.4168232433)"
556,Ctra de Malaga74,N1,-3.6230935214,37.189320444699995,"(444697.0484661698, 4116056.407742826)"
557,Ctra de Malaga74,U1,-3.6230935214,37.189320444699995,"(444697.0484661698, 4116056.407742826)"
558,Ctra de Murcia - Fajalauza,N8,-3.59317342661,37.1870040023,"(447351.0385156024, 4115782.387441687)"
559,Ctra de Murcia - Fajalauza,N9,-3.59317342661,37.1870040023,"(447351.0385156024, 4115782.387441687)"
560,Ctra de Murcia 47 - Col. Ave M? San Cristobal,N8,-3.59576160792,37.1837369831,"(447119.0363209194, 4115421.390367275)"
561,Ctra de Murcia 47 - Col. Ave M? San Cristobal,N9,-3.59576160792,37.1837369831,"(447119.0363209194, 4115421.390367275)"
562,Ctra de Murcia 47 - Col. Ave M? San Cristobal,C2,-3.59576160792,37.1837369831,"(447119.0363209194, 4115421.390367275)"
563,Ctra de la Sierra - Acceso Alhambra 1,SN1,-3.5707610113599997,37.162550760900004,"(449324.0110229701, 4113057.37985927)"
564,Ctra de la Sierra - Acceso Alhambra 2,SN1,-3.5695330712699995,37.1625115907,"(449433.01066328544, 4113052.3790118946)"
565,Ctra de la Sierra - Lancha del Genil,SN1,-3.5509145812900003,37.1623651231,"(451086.00559792685, 4113026.365911387)"
566,Ctra de la Sierra - Ordesa,SN1,-3.55621594422,37.1618987055,"(450615.0065915055, 4112977.3698141584)"
567,Ctra de la Sierra 114,SN1,-3.5790331705000002,37.1647191206,"(448591.01512885577, 4113302.3849638975)"
568,Ctra de la Sierra 114,C7,-3.5790331705000002,37.1647191206,"(448591.01512885577, 4113302.3849638975)"
569,Ctra de la Sierra 13,SN1,-3.5872625543900014,37.1671214766,"(447862.0194275419, 4113573.389970281)"
570,Ctra de la Sierra 13,C7,-3.5872625543900014,37.1671214766,"(447862.0194275419, 4113573.389970281)"
571,Ctra de la Sierra 130,SN1,-3.5768998650699997,37.1641165577,"(448780.0140319897, 4113234.3836633856)"
572,Ctra de la Sierra 130,C7,-3.5768998650699997,37.1641165577,"(448780.0140319897, 4113234.3836633856)"
573,Ctra de la Sierra 131,SN1,-3.5632071363199995,37.1630195273,"(449995.00943423156, 4113105.374374968)"
574,Ctra de la Sierra 137,SN1,-3.57447478894,37.1636505796,"(448995.012977687, 4113181.382115678)"
575,Ctra de la Sierra 137,C7,-3.57447478894,37.1636505796,"(448995.012977687, 4113181.382115678)"
576,Ctra de la Sierra 138,SN1,-3.5744864602800006,37.163704607199996,"(448994.0130288018, 4113187.3820978063)"
577,Ctra de la Sierra 138,C7,-3.5744864602800006,37.163704607199996,"(448994.0130288018, 4113187.3820978063)"
578,Ctra de la Sierra 14,S0,-3.5872615792,37.1669952851,"(447862.0193162919, 4113559.3900049445)"
579,Ctra de la Sierra 14,SN1,-3.5872615792,37.1669952851,"(447862.0193162919, 4113559.3900049445)"
580,Ctra de la Sierra 14,C7,-3.5872615792,37.1669952851,"(447862.0193162919, 4113559.3900049445)"
581,Ctra de la Sierra 141,SN1,-3.5495405011100014,37.1623624801,"(451208.0052321758, 4113025.364937962)"
582,Ctra de la Sierra 142,SN1,-3.5492912949199997,37.162165324899995,"(451230.00499175774, 4113003.3648240613)"
583,Ctra de la Sierra 146,SN1,-3.5676769960400003,37.1628179475,"(449598.01044142264, 4113085.3775891596)"
584,Ctra de la Sierra 152,SN1,-3.5633985986500014,37.1630186184,"(449978.0094835696, 4113105.374506981)"
585,Ctra de la Sierra 160,SN1,-3.5591266652,37.1625700937,"(450357.0079561307, 4113053.3716400876)"
586,Ctra de la Sierra 168,SN1,-3.55571881982,37.1616846975,"(450659.0062710001, 4112953.369526527)"
587,Ctra de la Sierra 297,SN1,-3.5594769284300005,37.1627216815,"(450326.00818226615, 4113070.371839213)"
588,Ctra de la Sierra 30,S0,-3.585195793300002,37.1664015521,"(448045.0182453534, 4113492.388750528)"
589,Ctra de la Sierra 30,SN1,-3.585195793300002,37.1664015521,"(448045.0182453534, 4113492.388750528)"
590,Ctra de la Sierra 30,C7,-3.585195793300002,37.1664015521,"(448045.0182453534, 4113492.388750528)"
591,Ctra de la Sierra 31,SN1,-3.5851626291000014,37.1664828418,"(448048.0183084123, 4113501.388694961)"
592,Ctra de la Sierra 31,C7,-3.5851626291000014,37.1664828418,"(448048.0183084123, 4113501.388694961)"
593,Ctra de la Sierra 46,S0,-3.58347994932,37.1659052168,"(448197.0173532747, 4113436.387703019)"
594,Ctra de la Sierra 46,SN1,-3.58347994932,37.1659052168,"(448197.0173532747, 4113436.387703019)"
595,Ctra de la Sierra 46,C7,-3.58347994932,37.1659052168,"(448197.0173532747, 4113436.387703019)"
596,Ctra de la Sierra 49,SN1,-3.58342432691,37.1659956306,"(448202.0174178599, 4113446.3876416082)"
597,Ctra de la Sierra 49,C7,-3.58342432691,37.1659956306,"(448202.0174178599, 4113446.3876416082)"
598,Ctra de la Sierra 69,SN1,-3.5815957372099994,37.1654817942,"(448364.01648044196, 4113388.38652433)"
599,Ctra de la Sierra 69,C7,-3.5815957372099994,37.1654817942,"(448364.01648044196, 4113388.38652433)"
600,Ctra de la Sierra 70,SN1,-3.5819672721800004,37.165461944499995,"(448331.01656092395, 4113386.3867931305)"
601,Ctra de la Sierra 70,C7,-3.5819672721800004,37.165461944499995,"(448331.01656092395, 4113386.3867931305)"
602,Ctra de la Sierra 71,SN1,-3.5789769256199997,37.1647284091,"(448596.015121369, 4113303.3849236164)"
603,Ctra de la Sierra 71,C7,-3.5789769256199997,37.1647284091,"(448596.015121369, 4113303.3849236164)"
604,Ctra de la Sierra 87,SN1,-3.5768214371499996,37.164171023200005,"(448787.01405860786, 4113240.383596395)"
605,Ctra de la Sierra 87,C7,-3.5768214371499996,37.164171023200005,"(448787.01405860786, 4113240.383596395)"
606,Ctra de la Sierra 91,SN1,-3.5675428561900002,37.1629537997,"(449610.01052514376, 4113100.3774556485)"
607,Cuesta de San Antonio 25,C2,-3.59833563547,37.1858513295,"(446892.0388647579, 4115657.3914665985)"
608,Cuesta del Caidero - Hotel Palace,C3,-3.58993023489,37.1741481866,"(447630.0263272929, 4114354.3894741144)"
609,Cuesta del Caidero 10,C3,-3.5887803374800002,37.1725764471,"(447731.02463755966, 4114179.3891941532)"
610,Cuesta del Caidero 10,C4,-3.5887803374800002,37.1725764471,"(447731.02463755966, 4114179.3891941532)"
611,Cuesta del Caidero 15,C3,-3.5888610707099997,37.172819424699995,"(447724.02487301757, 4114206.3891698793)"
612,Cuesta del Caidero 2,C3,-3.588762107560002,37.1702238806,"(447731.0225596533, 4113918.3899781923)"
613,Cuesta del Caidero 9,C3,-3.58867192966,37.170215314000004,"(447739.0225282269, 4113917.3899139366)"
614,Cuesta del Caidero 9,C4,-3.58867192966,37.170215314000004,"(447739.0225282269, 4113917.3899139366)"
615,Cuesta del Chapiz 60,C1,-3.5894518058199996,37.1821730254,"(447678.0332735293, 4115244.3864349187)"
616,Cuesta del Chapiz 60,C2,-3.5894518058199996,37.1821730254,"(447678.0332735293, 4115244.3864349187)"
617,Cuesta del Chapiz 9,C2,-3.58868927711,37.1811762581,"(447745.0321934002, 4115133.3862359147)"
618,Cuesta del Chapiz-Peso de la Harina,C1,-3.5885522096800004,37.180933560300005,"(447757.03194324044, 4115106.3862273376)"
619,Cuesta del Chapiz-Peso de la Harina,C2,-3.5885522096800004,37.180933560300005,"(447757.03194324044, 4115106.3862273376)"
620,Cuesta del Realejo 1,C4,-3.5934749710400005,37.1736888221,"(447315.02686202776, 4114305.3921351833)"
621,Doctor Azpitarte,N4,-3.6091069903900004,37.188762110700004,"(445938.0442759217, 4115986.3980735904)"
622,Doctor Azpitarte,C6,-3.6091069903900004,37.188762110700004,"(445938.0442759217, 4115986.3980735904)"
623,Doctor Azpitarte,SN5,-3.6091069903900004,37.188762110700004,"(445938.0442759217, 4115986.3980735904)"
624,Doctor Azpitarte 1- Caritas,N4,-3.6076490312800003,37.1881926936,"(446067.0433894916, 4115922.39724548)"
625,Doctor Azpitarte 1- Caritas,C6,-3.6076490312800003,37.1881926936,"(446067.0433894916, 4115922.39724548)"
626,Doctor Azpitarte 1- Caritas,SN5,-3.6076490312800003,37.1881926936,"(446067.0433894916, 4115922.39724548)"
627,Doctor Castro Viejo 1,C6,-3.6088857959900005,37.190683223,"(445959.0459099326, 4116199.397278195)"
628,Doctor Castro Viejo 1,SN5,-3.6088857959900005,37.190683223,"(445959.0459099326, 4116199.397278195)"
629,Doctor Oloriz - Plaza de Toros,N5,-3.6072658384099996,37.1881766279,"(446101.04327358695, 4115920.396978382)"
630,Doctor Oloriz - Plaza de Toros,N6,-3.6072658384099996,37.1881766279,"(446101.04327358695, 4115920.396978382)"
631,Doctor Oloriz - Plaza de Toros,U1,-3.6072658384099996,37.1881766279,"(446101.04327358695, 4115920.396978382)"
632,Doctor Oloriz 14,NOCTURNA,-3.6070955491600003,37.1880152479,"(446116.04308681545, 4115902.3969101147)"
633,Doctor Oloriz 14,N9,-3.6070955491600003,37.1880152479,"(446116.04308681545, 4115902.3969101147)"
634,Doctor Oloriz 14,U2,-3.6070955491600003,37.1880152479,"(446116.04308681545, 4115902.3969101147)"
635,Doctor Oloriz 14,U3,-3.6070955491600003,37.1880152479,"(446116.04308681545, 4115902.3969101147)"
636,Doctor Oloriz 14,SN1,-3.6070955491600003,37.1880152479,"(446116.04308681545, 4115902.3969101147)"
637,Doctor Oloriz 3,N4,-3.60846777411,37.1863226031,"(445993.041958867, 4115715.398444511)"
638,Doctor Oloriz 3,N5,-3.60846777411,37.1863226031,"(445993.041958867, 4115715.398444511)"
639,Doctor Oloriz 3,N6,-3.60846777411,37.1863226031,"(445993.041958867, 4115715.398444511)"
640,Doctor Oloriz 3,U1,-3.60846777411,37.1863226031,"(445993.041958867, 4115715.398444511)"
641,D?a. M? Manuela Fte 8,N7,-3.59735851511,37.2005580468,"(446989.05156391667, 4117288.3858333663)"
642,Emperador Carlos V 1-Palacio Deportes,NOCTURNA,-3.5920856663199996,37.1529635124,"(447424.00823009294, 4112005.3981430046)"
643,Emperador Carlos V 1-Palacio Deportes,S3,-3.5920856663199996,37.1529635124,"(447424.00823009294, 4112005.3981430046)"
644,Emperador Carlos V 1-Palacio Deportes,SN2,-3.5920856663199996,37.1529635124,"(447424.00823009294, 4112005.3981430046)"
645,Emperador Carlos V 4,NOCTURNA,-3.59438840812,37.1550973411,"(447221.0107217447, 4112243.3990471642)"
646,Emperador Carlos V 4,SN2,-3.59438840812,37.1550973411,"(447221.0107217447, 4112243.3990471642)"
647,Emperador Carlos V 9,NOCTURNA,-3.5936250358399997,37.1554076395,"(447289.010793, 4112277.3984075557)"
648,Emperador Carlos V 9,S3,-3.5936250358399997,37.1554076395,"(447289.010793, 4112277.3984075557)"
649,Emperador Carlos V 9,SN2,-3.5936250358399997,37.1554076395,"(447289.010793, 4112277.3984075557)"
650,Emperatriz Eugenia 18,SN5,-3.60754757246,37.175510533,"(446067.0321934324, 4114515.401435892)"
651,Estacion Autobuses 1,NOCTURNA,-3.61281162638,37.199667957399996,"(445617.05485822744, 4117198.3970186473)"
652,Estacion Autobuses 1,N4,-3.61281162638,37.199667957399996,"(445617.05485822744, 4117198.3970186473)"
653,Estacion Autobuses 1,SN2,-3.61281162638,37.199667957399996,"(445617.05485822744, 4117198.3970186473)"
654,Estacion Autobuses 1,SN5,-3.61281162638,37.199667957399996,"(445617.05485822744, 4117198.3970186473)"
655,Estacion Autobuses 2,NOCTURNA,-3.6135125634300005,37.1999527805,"(445555.0552938778, 4117230.3974183234)"
656,Estacion Autobuses 2,N4,-3.6135125634300005,37.1999527805,"(445555.0552938778, 4117230.3974183234)"
657,Estacion Autobuses 2,SN1,-3.6135125634300005,37.1999527805,"(445555.0552938778, 4117230.3974183234)"
658,Estacion Autobuses 2,SN2,-3.6135125634300005,37.1999527805,"(445555.0552938778, 4117230.3974183234)"
659,Estacion Autobuses 2,SN5,-3.6135125634300005,37.1999527805,"(445555.0552938778, 4117230.3974183234)"
660,Facultad Bellas Artes 1,SN3,-3.62718286275,37.1947162849,"(444338.0542950717, 4116657.408802044)"
661,Facultad Bellas Artes 1,SN4,-3.62718286275,37.1947162849,"(444338.0542950717, 4116657.408802044)"
662,Facultad Bellas Artes 2,SN4,-3.6268642586800004,37.1943393829,"(444366.0538799087, 4116615.408708608)"
663,Facultad Ciencias Educacion 2,U1,-3.60010153564,37.1926119083,"(446740.04528765514, 4116408.3904404277)"
664,Facultad Ciencias Educacion 2,U2,-3.60010153564,37.1926119083,"(446740.04528765514, 4116408.3904404277)"
665,Facultad Ciencias Educacion 2,U3,-3.60010153564,37.1926119083,"(446740.04528765514, 4116408.3904404277)"
666,Facultad Economicas y Empresariales 2,U1,-3.5953676348800006,37.192401399,"(447160.0438514767, 4116382.38716813)"
667,Facultad Economicas y Empresariales 2,U2,-3.5953676348800006,37.192401399,"(447160.0438514767, 4116382.38716813)"
668,Facultad Economicas y Empresariales 2,U3,-3.5953676348800006,37.192401399,"(447160.0438514767, 4116382.38716813)"
669,Facultad Farmacia 1,U1,-3.5973663340400006,37.194392453,"(446984.046133511, 4116604.387908266)"
670,Facultad Farmacia 1,U2,-3.5973663340400006,37.194392453,"(446984.046133511, 4116604.387908266)"
671,Facultad Farmacia 1,U3,-3.5973663340400006,37.194392453,"(446984.046133511, 4116604.387908266)"
672,Facultad Filosofia y Letras,U1,-3.5968778091300004,37.1910146713,"(447025.0430286903, 4116229.388703675)"
673,Facultad Filosofia y Letras,U2,-3.5968778091300004,37.1910146713,"(447025.0430286903, 4116229.388703675)"
674,Facultad Filosofia y Letras,U3,-3.5968778091300004,37.1910146713,"(447025.0430286903, 4116229.388703675)"
675,Facultad Teologia 2,U1,-3.59847782685,37.195315289499995,"(446886.04724035825, 4116707.3883893015)"
676,Facultad Teologia 2,U2,-3.59847782685,37.195315289499995,"(446886.04724035825, 4116707.3883893015)"
677,Facultad Teologia 2,U3,-3.59847782685,37.195315289499995,"(446886.04724035825, 4116707.3883893015)"
678,Facultad de Ciencias,U3,-3.60933984765,37.1784669452,"(445910.0352713637, 4114844.401703887)"
679,Facultad de Ciencias,SN1,-3.60933984765,37.1784669452,"(445910.0352713637, 4114844.401703887)"
680,Facultad de Ciencias,SN3,-3.60933984765,37.1784669452,"(445910.0352713637, 4114844.401703887)"
681,Facultad de Psicologia,U1,-3.5952565624800004,37.1940425,"(447171.0452681854, 4116564.3865369107)"
682,Facultad de Psicologia,U2,-3.5952565624800004,37.1940425,"(447171.0452681854, 4116564.3865369107)"
683,Facultad de Psicologia,U3,-3.5952565624800004,37.1940425,"(447171.0452681854, 4116564.3865369107)"
684,Fargue - Barrio Nuevo 1,N8,-3.5582938555000014,37.2071031962,"(450460.0470374704, 4117993.3560829894)"
685,Fargue - Barrio Nuevo 2,N8,-3.5579235010900003,37.207312260100004,"(450493.0471242934, 4118016.355751081)"
686,Fargue - El Retiro 1,N8,-3.5566193655400014,37.2092744185,"(450610.0485127564, 4118233.354175363)"
687,Fargue - El Retiro 2,N8,-3.5566983833999997,37.2092920756,"(450603.0485498202, 4118235.354224748)"
688,Fargue - Fabrica de la Polvora,N8,-3.5644694405400004,37.2025489547,"(449909.044645496, 4117491.361970221)"
689,Fargue 2,N8,-3.56842313807,37.199321099,"(449556.0428398356, 4117135.3658371046)"
690,Fargue 25,N8,-3.5642241498999985,37.2029016667,"(449931.0448924139, 4117530.3616766464)"
691,Fargue 49,N8,-3.5665842896599997,37.2005467833,"(449720.04343669483, 4117270.3641269365)"
692,Fargue 5,N8,-3.56657255064,37.200483741599996,"(449721.04337800184, 4117263.3641476645)"
693,Fargue Fte 2,N8,-3.56847974744,37.1993568837,"(449551.0428864464, 4117139.365872363)"
694,Fargue Mirador Veleta 11,N8,-3.5552183440800005,37.210326605,"(450735.04907312966, 4118349.3528283993)"
695,Fargue-Mirador del Veleta,N8,-3.55571750416,37.2107749658,"(450691.04960031685, 4118399.353034723)"
696,Felix Rodriguez de la Fuente - Baden Powell,SN5,-3.607139356669999,37.1526170265,"(446087.01192451315, 4111975.408878324)"
697,Felix Rodriguez de la Fuente 19,SN5,-3.6059344622400005,37.154038388000004,"(446195.0128565287, 4112132.407551158)"
698,Fernando G. de la Cruz  1,N3,-3.6232439400200014,37.1980361561,"(444690.056176276, 4117023.4049228784)"
699,Fernando G. de la Cruz  2,N3,-3.62335631959,37.1979995097,"(444680.0561735637, 4117019.405013064)"
700,Fernando de los Rios 23,SN5,-3.6067138768099998,37.1585684606,"(446129.01705269335, 4112635.406563566)"
701,Fernando de los Rios 24,SN5,-3.6067931407299985,37.1586221395,"(446122.01712066843, 4112641.406609766)"
702,Fernando de los Rios 35 - Caja Rural,SN5,-3.60526255395,37.1601713545,"(446259.01807875495, 4112812.4050072716)"
703,fernando de los rios 43 -colonia san sebastian,SN5,-3.6100441949,37.1553514071,"(445831.0151040003, 4112280.4099985226)"
704,Fernando de los Rios 8 - Caja Granada,SN5,-3.60556583754,37.1600706528,"(446232.0180707422, 4112801.4052498327)"
705,Francisco Ayala 16,N3,-3.6154291313,37.1917311314,"(445379.04856200883, 4116319.401532593)"
706,Francisco Ayala 29,N3,-3.61594973716,37.1920168762,"(445333.0489504528, 4116351.401806584)"
707,Francisco Ayala 34,N3,-3.6165202449300002,37.1928972811,"(445283.0498764716, 4116449.401909969)"
708,Francisco Ayala 62,NOCTURNA,-3.6191411837300014,37.1951281065,"(445052.0525331248, 4116698.4030076596)"
709,Francisco Ayala 62,N3,-3.6191411837300014,37.1951281065,"(445052.0525331248, 4116698.4030076596)"
710,Francisco Ayala 81,NOCTURNA,-3.61923095324,37.1950825681,"(445044.0525169866, 4116693.4030891634)"
711,Francisco Ayala 81,N3,-3.61923095324,37.1950825681,"(445044.0525169866, 4116693.4030891634)"
712,Francisco Pradilla 6,N3,-3.6147397764699996,37.1900851494,"(445439.0469299284, 4116136.4015999446)"
713,Francisco Pradilla 6,N4,-3.6147397764699996,37.1900851494,"(445439.0469299284, 4116136.4015999446)"
714,Francisco Pradilla 6,SN2,-3.6147397764699996,37.1900851494,"(445439.0469299284, 4116136.4015999446)"
715,Francisco Pradilla Fte 6,N3,-3.61481878727,37.1901027679,"(445432.0469669386, 4116138.401655345)"
716,Francisco Pradilla Fte 6,N4,-3.61481878727,37.1901027679,"(445432.0469669386, 4116138.401655345)"
717,Francisco Pradilla Fte 6,SN2,-3.61481878727,37.1901027679,"(445432.0469669386, 4116138.401655345)"
718,Fuente Nueva,NOCTURNA,-3.604879479590002,37.1842046402,"(446310.0391445104, 4115478.3966370476)"
719,Fuente Nueva,NOCTURNA,-3.60485680491,37.184186727800004,"(446312.0391224384, 4115476.3966222396)"
720,Fuente Nueva,LAC,-3.604879479590002,37.1842046402,"(446310.0391445104, 4115478.3966370476)"
721,Fuente Nueva,LAC,-3.60485680491,37.184186727800004,"(446312.0391224384, 4115476.3966222396)"
722,Fuente de las Batallas,NOCTURNA,-3.5994722134,37.172838397,"(446782.02770123986, 4114214.3966529174)"
723,Fuente de las Batallas,NOCTURNA,-3.5995406502,37.1729462192,"(446776.02781433053, 4114226.396660096)"
724,Fuente de las Batallas,LAC,-3.5994722134,37.172838397,"(446782.02770123986, 4114214.3966529174)"
725,Fuente de las Batallas,LAC,-3.5995406502,37.1729462192,"(446776.02781433053, 4114226.396660096)"
726,Ganivet 2,C5,-3.5989230547099997,37.1731927166,"(446831.02786725096, 4114253.396141706)"
727,Glorieta Astronomia 3,NOCTURNA,-3.59028633664,37.1619865081,"(447590.01570402103, 4113005.393828466)"
728,Glorieta Astronomia 3-Sancho Panza,NOCTURNA,-3.5903773450800003,37.1621032377,"(447582.01583076234, 4113018.3938584975)"
729,Glorieta Neptuno,C5,-3.6090811203699995,37.1672728856,"(445925.02534573193, 4113602.405294268)"
730,Gran Capitan 25,SN5,-3.6056694785500003,37.177313921199996,"(446235.033284826, 4114714.399515229)"
731,Gran Via,NOCTURNA,-3.5978677503099994,37.176506178000004,"(446927.03050767246, 4114620.394281649)"
732,Gran Via,NOCTURNA,-3.59787922756,37.176533162199995,"(446926.0305342163, 4114623.394284993)"
733,Gran Via,LAC,-3.5978677503099994,37.176506178000004,"(446927.03050767246, 4114620.394281649)"
734,Gran Via,LAC,-3.59787922756,37.176533162199995,"(446926.0305342163, 4114623.394284993)"
735,Guarnon 1,S0,-3.5882463368600015,37.16470986,"(447773.01756294625, 4113306.3914701715)"
736,guarnon 56 - polideportivo bola de oro,S0,-3.5848373036,37.1637261548,"(448075.01579175645, 4113195.3893960267)"
737,Guarnon 67,S0,-3.5863996723900002,37.164773084699995,"(447937.0171289456, 4113312.3901450317)"
738,Haza Grande 1,N8,-3.5924191387300004,37.189964358299996,"(447420.04092475004, 4116110.3859125637)"
739,Haza Grande 1,N9,-3.5924191387300004,37.189964358299996,"(447420.04092475004, 4116110.3859125637)"
740,Haza Grande 2,N8,-3.59222866394,37.1901005191,"(447437.0409946486, 4116125.385731621)"
741,Haza Grande 2,N9,-3.59222866394,37.1901005191,"(447437.0409946486, 4116125.385731621)"
742,Heriquez de Jorquera 10,N7,-3.6001416960800006,37.2033924089,"(446744.0547950702, 4117604.3868439)"
743,Heriquez de Jorquera 18,N7,-3.6001882615800005,37.2050056716,"(446741.0562293677, 4117783.3863365673)"
744,Hospital N.? S.? de la Salud,N1,-3.6134691996,37.1890100505,"(445551.04564796493, 4116016.401067072)"
745,Hospital N.? S.? de la Salud,N3,-3.6134691996,37.1890100505,"(445551.04564796493, 4116016.401067072)"
746,Hospital N.? S.? de la Salud,N4,-3.6134691996,37.1890100505,"(445551.04564796493, 4116016.401067072)"
747,Hospital N.? S.? de la Salud,U1,-3.6134691996,37.1890100505,"(445551.04564796493, 4116016.401067072)"
748,Hospital N.? S.? de la Salud,SN3,-3.6134691996,37.1890100505,"(445551.04564796493, 4116016.401067072)"
749,Humilladero,LAC,-3.59679532434,37.1690479806,"(447017.02365197585, 4113792.3960362966)"
750,Jesus y Maria 13,C3,-3.5952082869699997,37.173508873,"(447161.0271624705, 4114286.39341265)"
751,Jesus y Maria 13,C4,-3.5952082869699997,37.173508873,"(447161.0271624705, 4114286.39341265)"
752,Jesus y Maria 5,C3,-3.5965998439099995,37.1742770881,"(447038.02820746246, 4114372.394134839)"
753,Jesus y Maria 5,C4,-3.5965998439099995,37.1742770881,"(447038.02820746246, 4114372.394134839)"
754,Joaquina Eguaras - Escuela Municipal Flamenco,N5,-3.61069384825,37.2039514954,"(445808.0580714065, 4117672.3940947126)"
755,Joaquina Eguaras 10,NOCTURNA,-3.6094394046399985,37.202101073200005,"(445918.0561109949, 4117466.3938331916)"
756,Joaquina Eguaras 10,N5,-3.6094394046399985,37.202101073200005,"(445918.0561109949, 4117466.3938331916)"
757,Joaquina Eguaras 10,SN1,-3.6094394046399985,37.202101073200005,"(445918.0561109949, 4117466.3938331916)"
758,Joaquina Eguaras 17,N5,-3.6122256361299985,37.2052506212,"(445673.0596192139, 4117817.394730319)"
